lang,key,labse_score,cometkiwi_score,avg_score,fr,translation
km,game:game.syncHud.labels.touchSamples,0.773,0.388,0.5805,échantillons touch,គំរូប៉ះ
te,tutorial:tutorial.annotations.noMatch6,0.673,0.488,0.5805,"Aucun match. Gardez le cap, vous maîtrisez le rythme.","మ్యాచ్ లేదు. కొనసాగించండి, మీరు లయను పొందారు."
ar,game:game.cogTask.forwardMaxSpan,0.631,0.53,0.5805,Empan max avant,أقصى مدى أمامي
no,game:game.reversalLearning.avgTrialsToCriterion,0.759,0.402,0.5805,Essais moy. au critère,Gj.sn. forsøk til kriteriet
cs,common:aria.traceGrid,0.703,0.458,0.5805,Grille de trace,Trasovací mřížka
zh,game:game.cogTask.sentenceCompletion.highCloze,0.62,0.541,0.5805,Forte prédictibilité,高完形概率
hu,game:game.cogTask.timeEstimation.avgAbsoluteError,0.717,0.444,0.5805,Erreur absolue moy.,Átl. abszolút hiba
ko,game:game.settings.editLayout,0.717,0.444,0.5805,Modifier la disposition,레이아웃 편집
km,stats:stats.contextual.sublines.simpleModalityWeakV2,0.715,0.446,0.5805,À renforcer : {{modality}}.,ត្រូវការការងារ៖ {{modality}}។
sw,game:game.chainRecall.title,0.706,0.455,0.5805,Rappel en chaîne,Kukumbuka kwa Chain
id,game:game.beadsTask.avgDecisionTime,0.672,0.489,0.5805,Temps de décision moy.,Rata-rata Waktu Keputusan
ta,settings:settings.gameMode.textureDiscriminationDesc,0.687,0.474,0.5805,Discriminez l'orientation d'éléments de texture dans un affichage masqué.,முகமூடி காட்சியில் அமைப்பு உறுப்பு நோக்குநிலையை வேறுபடுத்துங்கள்.
uk,stats:stats.placeholders.advancedEvolutionTitle,0.694,0.467,0.5805,Évolution avancée par mode,Розширені тренди за режимом
el,journey:journey.sessionSettings,0.726,0.435,0.5805,Réglages des parties,Ρυθμίσεις συνεδρίας
tr,settings:settings.data.import.error,0.61,0.551,0.5805,Erreur lors de l'import,İçe aktarma başarısız oldu
ar,game:game.speedSort.switchAccuracy,0.667,0.494,0.5805,Précision d'alternance,دقة التبديل
fa,stats:stats.unifiedReport.hybridJourneyMessages.stayDecisionTitle,0.639,0.522,0.5805,Niveau conserve,المستوى مُحتفَظ به
cs,game:game.puzzle.maxTileReached,0.757,0.404,0.5805,Tuile max atteinte,Bylo dosaženo maximálního počtu dlaždic
ur,home:ospan.measure.nextMeasureDesc,0.739,0.422,0.5805,Seules les passations valides alimentent l'empan actuel et la courbe d'évolution.,موجودہ مدت اور ارتقاء کے چارٹ میں صرف درست انتظامیہ ہی حصہ ڈالتی ہیں۔
da,game:game.judgmentOfLearning.recallAccuracy,0.745,0.416,0.5805,Précision de rappel,Genkald nøjagtighed
sw,game:trace.settings.writingInput,0.819,0.342,0.5805,Lettres/chiffres,Barua/nambari
ms,settings:settings.trace.mindfulTiming,0.496,0.665,0.5805,Pleine conscience,Kesedaran
th,game:game.cogTask.hooperVisual.title,0.605,0.556,0.5805,Organisation visuelle de Hooper,องค์กรภาพฮูเปอร์
ta,settings:settings.gameMode.towersDesc,0.811,0.35,0.5805,"Carré latin avec indices de visibilité. Remplissez la grille pour que chaque ligne et colonne ait chaque chiffre, en respectant la visibilité des tours.","தெரிவுநிலை தடயங்களுடன் லத்தீன் சதுரம். கட்டத்தை நிரப்பவும், அதனால் ஒவ்வொரு வரிசையும் நெடுவரிசையும் ஒவ்வொரு இலக்கத்தைக் கொண்டிருக்கும், விளிம்புகளிலிருந்து கட்டிடத் தெரிவுநிலைக்கு பொருந்தும்."
ko,game:game.layoutEdit.editLayout,0.717,0.444,0.5805,Modifier la disposition,레이아웃 편집
tl,game:game.remoteAssociates.title,0.698,0.463,0.5805,Associations lointaines,Mga Remote Associate
th,stats:stats.placeholders.simpleEvolutionTitle,0.575,0.586,0.5805,Évolution détaillée par mode,แนวโน้มแยกตามโหมด
de,game:game.designFluency.roundComplete,0.697,0.464,0.5805,Manche terminée,Runde abgeschlossen
th,settings:settings.trace.feedbackDurationHint,0.552,0.609,0.5805,Temps du retour visuel,ถึงเวลาตอบสนองด้วยภาพ
pl,game:game.rhythm.beats,0.711,0.451,0.581,{{count}} temps,{{count}} uderzeń
hi,settings:settings.gameMode.beadsTask,0.56,0.602,0.581,Tâche des perles,मोतियों का कार्य
ms,game:game.cogTask.problemDetail,0.679,0.483,0.581,Détail par problème,Perincian masalah
mr,game:game.facialEmotion.topConfusions,0.495,0.667,0.581,Principales confusions,वरचा गोंधळ
tl,settings:settings.accessibility.sessionRecovery,0.654,0.508,0.581,Proposer de reprendre une session interrompue,Saradoer to resume an interrupted session
my,game:game.rhythmTap.correctTrials,0.726,0.436,0.581,Essais corrects,မှန် trials
da,home:cognitive.customizeModalities,0.726,0.436,0.581,Personnaliser les modalités entraînées,Tilpas trænede modaliteter
zh,game:game.hayling.suppressionCost,0.644,0.518,0.581,Coût de suppression,抑制代价
th,settings:settings.gameMode.categoryMemory,0.691,0.471,0.581,Mémoire épisodique,หน่วยความจำตอน
ro,settings:settings.dualTrack.letterAudioIdentity,0.753,0.409,0.581,Lettres prononcees,Scrisori rostite
ms,game:game.iowaGambling.chooseADeck,0.731,0.431,0.581,Choisissez un paquet,Pilih dek
no,game:game.rhythm.avgTimingError,0.687,0.475,0.581,Erreur de timing moy.,Gj.sn. tidsfeil
fi,settings:settings.experimental.randomFillOrder,0.66,0.502,0.581,Ordre de rappel aléatoire,Satunnainen palautusjärjestys
sw,home:cognitive.repartitionSubLabel,0.73,0.432,0.581,Forces par modalité,Nguvu kwa mtindo
id,game:game.iowaGambling.chooseADeck,0.731,0.431,0.581,Choisissez un paquet,Pilih dek
uk,home:home.challenge.completed,0.732,0.43,0.581,Challenge terminé,Виклик завершено
pl,legal:legal.mentions.section1.company,0.509,0.653,0.581,Raison sociale :,Nazwa firmy:
mr,home:social.comingSoon.feature1,0.607,0.555,0.581,Classements mondiaux,जागतिक लीडरबोर्ड
my,game:game.rhythm.correctTrials,0.726,0.436,0.581,Essais corrects,မှန် trials
id,game:game.cogTask.sentenceCompletion.highCloze,0.612,0.55,0.581,Forte prédictibilité,Kebingungan tinggi
vi,stats:stats.contextual.sublines.balancedV2,0.705,0.457,0.581,Modalités homogènes sur cette session.,Phương thức cân bằng trong phiên này.
zh,game:game.negativePriming.title,0.707,0.455,0.581,Amorçage négatif,负启动
ur,game:game.timePromem.pmHitsExpected,0.754,0.408,0.581,Réussites PM / Attendues,ہٹس PM / المتوقعة
km,game:game.delayedMatching.title,0.579,0.583,0.581,Appariement différé,ការផ្គូផ្គងពន្យឺត
km,game:game.cogTask.paperFolding.foldSequenceHolePunch,0.766,0.396,0.581,Séquence de pliage et perforation,លំដាប់បត់ & គោះរន្ធ
el,settings:settings.ufov.distractors,0.664,0.498,0.581,Distracteurs sélectifs,Επιλεκτικοί αποσπούν την προσοχή
hi,game:game.beadsTask.title,0.56,0.602,0.581,Tâche des perles,मोतियों का कार्य
ur,game:trace.guide.swipeMindful,0.758,0.404,0.581,Glissez en {{seconds}}s,سوائپ میں {{seconds}}s
vi,stats:stats.contextual.sublines.analystSprinterV1,0.758,0.404,0.581,Bon finish : votre précision remonte en fin de session.,Kết thúc mạnh: độ chính xác cải thiện muộn.
km,game:game.mnemonicDiscrimination.patternSeparation,0.726,0.436,0.581,Séparation de motifs,ការបំបែកគំរូ
my,game:game.iedSetShift.correctNeeded,0.724,0.438,0.581,Corrects nécessaires pour avancer,မှန် needed to advance
fa,stats:report.stopSignal.ssrtSlow,0.647,0.515,0.581,Profil d'inhibition plus lent. Travaillez la qualité de contrôle sur les essais Stop.,پروفایل بازداری کُندتر. روی کنترل تمیز آزمایه توقف تمرکز کن.
ur,settings:settings.mirror.patternsDesc,0.758,0.404,0.581,Nombre de motifs à reproduire par session.,نمبر کا نمونے کو دوبارہ پیدا کریں فی سیشن۔
sw,game:game.rhythmTap.avgRhythmScore,0.741,0.421,0.581,Score rythmique moyen,Alama ya wastani ya mdundo
pl,home:home.synergy.reportHeadlineGood,0.655,0.507,0.581,Bonne boucle Synergie,Solidna pętla Synergii
fi,game:game.mnemonicDiscrimination.patternSeparation,0.753,0.409,0.581,Séparation de motifs,Kuvion erottaminen
ar,game:game.rhythm.tapTheRhythm,0.623,0.539,0.581,Reproduisez le rythme !,أعد الإيقاع!
bn,settings:settings.mirror.axisDesc,0.693,0.469,0.581,Type de symétrie miroir à reproduire.,পুনরুত্পাদনের জন্য আয়নার প্রতিসাম্যের ধরন।
hi,game:game.cogTask.soroban.instrBeadTitle,0.746,0.416,0.581,Comment fonctionnent les boules,मनके कैसे काम करते हैं
nl,game:game.cogTask.letterNumber.title,0.649,0.513,0.581,Lettres-Chiffres,Letter-nummervolgorde
mr,game:game.cogTask.antisaccade.proMeanRt,0.725,0.437,0.581,Pro-saccade RT moyen,मीन प्रो-सॅकेड RT
es,game:game.waterLevel.waterLine,0.769,0.393,0.581,Ligne de flottaison ?,¿Línea del agua?
tr,settings:settings.accessibility.reminderLabel,0.68,0.482,0.581,Rappel d'entraînement,Eğitim hatırlatıcısı
zh,settings:settings.dyslatéralisation.stroopMirrorLabelsDesc,0.815,0.347,0.581,"Alterne le miroir des labels : boutons gauche (essais impairs), boutons droite (essais pairs), mot central un tour sur deux.",交替镜像标签：左侧按钮（奇数试次）、右侧按钮（偶数试次），中央词每隔一轮镜像。
zh,game:game.dotProbe.incongruentAcc,0.713,0.449,0.581,Préc. incongruente,不一致准确率
it,settings:settings.corsi.startSpan,0.654,0.508,0.581,Empan de départ,Span iniziale
tl,stats:stats.advanced.rtAdjustedForCursor,0.624,0.538,0.581,TR influence par distance curseur,Naimpluwensyahan ang RT ng paglalakbay ng cursor
it,game:game.cogTask.startingSpan,0.654,0.508,0.581,Empan de départ,Span iniziale
id,game:game.directedForgetting.rememberAccuracy,0.753,0.409,0.581,Précision de mémorisation,Ingat akurasi
fa,settings:settings.premium.features.cloudSyncShort,0.487,0.675,0.581,Synchro en ligne,هماهنگ‌سازی ابری
te,stats:stats.advanced.pesSample,0.77,0.392,0.581,"réussites {{hits}}, post-erreur {{post}}","{{hits}}, పోస్ట్-ఎర్రర్ {{post}}ని తాకింది"
ms,game:game.attentionalBlink.firstGreenLetter,0.591,0.572,0.5814999999999999,1ʳᵉ lettre verte ?,huruf hijau pertama?
it,home:cognitive.profileStrongest,0.58,0.583,0.5814999999999999,Dominante {{label}},Punto di forza: {{label}}
id,game:game.attentionalBlink.firstGreenLetter,0.591,0.572,0.5814999999999999,1ʳᵉ lettre verte ?,huruf hijau pertama?
sv,game:game.affectiveGoNogo.block1Hits,0.692,0.471,0.5814999999999999,Bloc 1 — Réussites,Block 1 träffar
fi,game:game.pegs.bestPegs,0.814,0.349,0.5814999999999999,Meilleurs pions,Parhaat tapit
km,game:game.cogTask.backwardMaxSpan,0.708,0.455,0.5815,Empan max arrière,ត្រឡប់ក្រោយward max span
hi,game:game.cogTask.crowding.heroTitle,0.668,0.495,0.5815,Encombrement visuel,दृश्य भीड़भाड़
fa,game:game.auditoryFigureGround.patternPresent,0.685,0.478,0.5815,Motif présent ?,الگو حاضره؟
uk,stats:stats.unifiedReport.confidenceScore,0.623,0.54,0.5815,Score de confiance,Бал впевненості
mr,stats:stats.contextual.sublines.analystFallbackV2,0.658,0.505,0.5815,Bilan global : identifiez d'abord si c'est plutôt omission ou non-cible.,एकंदरीत: नमुना अधिक वगळणे किंवा लक्ष्य नसलेले प्रतिसाद आहेत हे ओळखा.
my,game:game.cogTask.sessionInterrupted,0.501,0.662,0.5815,Session interrompue,ဆက်ရှင် ပြတ်တောက်သွားသည်။
ur,stats:stats.mode.dualPlaceDesc,0.702,0.461,0.5815,Replacez les stimuli sur la timeline,جگہ محرکات پر ٹائم لائن
fi,game:game.attentionalCapture.singletonPresent,0.759,0.404,0.5815,Singleton présent,Singleton-lahja
vi,stats:stats.contextual.sublines.analystMissWeak,0.773,0.39,0.5815,{{misses}}/{{total}} cibles manquées (volume faible) : peut indiquer un déficit de détection. Commencez par sécuriser les matchs évidents.,{{misses}}/{{total}} mục tiêu bỏ lỡ (mẫu nhỏ): có thể có khoảng trống phát hiện. Mẹo: bảo đảm trùng khớp rõ ràng trước.
ur,journey:journey.sessionSettings,0.752,0.411,0.5815,Réglages des parties,سیشن کی ترتیبات
ta,settings:settings.memoryMatch.gridSize,0.748,0.415,0.5815,Taille de grille,கட்ட அளவு
ar,game:game.attentionalBlink.secondGreenLetter,0.641,0.522,0.5815,2ᵉ lettre verte ?,الحرف الأخضر الثاني؟
ar,game:game.dualTrack.roundsCountLabel,0.683,0.48,0.5815,{{count}} manches,{{count}} جولات
km,settings:settings.gameMode.readingSpanDesc,0.701,0.462,0.5815,Jugez le sens des phrases tout en mémorisant le dernier mot de chacune. Mesure la mémoire de travail verbale — combien vous retenez en traitant activement.,Judge មានន័យ​ដូច​ជា​ការ​ទន្ទេញ​ចាំ​ពាក្យ​ចុង​ក្រោយ​របស់​គ្នា​។ វាស់សតិដែលធ្វើការដោយពាក្យសំដី — ថាតើអ្នកអាចផ្ទុកបានប៉ុន្មានពេលកំពុងដំណើរការយ៉ាងសកម្ម។
sv,stats:stats.unifiedReport.correctRejections,0.663,0.5,0.5815,Rejets corrects,Korrekta avvisanden
el,home:cognitive.validateModalities,0.724,0.439,0.5815,Valider les modalités choisies,Επιβεβαίωση επιλεγμένων αισθητηριακών οδών
cs,game:game.ambiguousFigures.switchesCount,0.695,0.468,0.5815,s | Basculements :,s | Přepínače:
id,game:game.embeddedFigures.meanDetectionTime,0.743,0.42,0.5815,Temps de détection moyen,Berarti waktu deteksi
my,game:game.dualTime.sessionInterrupted,0.501,0.662,0.5815,Session interrompue,ဆက်ရှင် ပြတ်တောက်သွားသည်။
tr,home:home.challenge.title,0.709,0.454,0.5815,Challenge {{days}} jours,Meydan okuma {{days}} gün
vi,game:game.dotProbe.attentionBiasScore,0.71,0.453,0.5815,Score de biais attentionnel,Điểm thiên vị chú ý
ro,game:game.aria.traceGrid,0.614,0.549,0.5815,Grille de tracé,Grilă de trasare
my,game:game.cancellation.title,0.677,0.486,0.5815,Tâche d'annulation (d2),မလုပ်တော့lation Task (d2)
hi,settings:settings.gameMode.crowding,0.668,0.495,0.5815,Encombrement visuel,दृश्य भीड़भाड़
ms,stats:report.dualTrack.journeyRegressionBody,0.731,0.432,0.5815,Le parcours redescend d un palier pour consolider votre suivi.,Perjalanan turun satu tier untuk konsolidasi pelacakan.
hu,settings:settings.gameMode.vernierAcuity,0.615,0.548,0.5815,Acuité de Vernier,Vernier-élesség
ta,game:game.puzzle.gridSize,0.748,0.415,0.5815,Taille de grille,கட்ட அளவு
id,stats:report.dualTrack.journeyRegressionBody,0.731,0.432,0.5815,Le parcours redescend d un palier pour consolider votre suivi.,Perjalanan turun satu tier untuk konsolidasi pelacakan.
uk,settings:settings.dualTrack.targetsLabel,0.683,0.48,0.5815,Cibles a suivre,Цілі для відстеження
sv,game:game.trainOfThought.title,0.618,0.545,0.5815,Fil de la pensée,Tankegång
ta,stats:stats.unifiedReport.insights.slotAccuracy,0.717,0.446,0.5815,Précision par slot,ஸ்லாட் மூலம் துல்லியம்
